Codigo;Provincias;Sexo;Periodo;Total
33;Asturias;Total;1976;17857
33;Asturias;Total;1975;17439
33;Asturias;Hombres;2021;2498
33;Asturias;Hombres;2020;2437
33;Asturias;Hombres;2019;2629
33;Asturias;Hombres;2018;2976
33;Asturias;Hombres;2017;3123
33;Asturias;Hombres;2016;3192
33;Asturias;Hombres;2015;3381
33;Asturias;Hombres;2014;3412
33;Asturias;Hombres;2013;3411
33;Asturias;Hombres;2012;3967
33;Asturias;Hombres;2011;4059
33;Asturias;Hombres;2010;3947
33;Asturias;Hombres;2009;4209
33;Asturias;Hombres;2008;4141
33;Asturias;Hombres;2007;4032
33;Asturias;Hombres;2006;3924
33;Asturias;Hombres;2005;3849
33;Asturias;Hombres;2004;3752
33;Asturias;Hombres;2003;3638
33;Asturias;Hombres;2002;3407
33;Asturias;Hombres;2001;3582
33;Asturias;Hombres;2000;3505
33;Asturias;Hombres;1999;3456
33;Asturias;Hombres;1998;3238
33;Asturias;Hombres;1997;3426
33;Asturias;Hombres;1996;3331
33;Asturias;Hombres;1995;3376
33;Asturias;Hombres;1994;3354
33;Asturias;Hombres;1993;3670
33;Asturias;Hombres;1992;3816
33;Asturias;Hombres;1991;3988
33;Asturias;Hombres;1990;3955
33;Asturias;Hombres;1989;4064
33;Asturias;Hombres;1988;4445
33;Asturias;Hombres;1987;4876
33;Asturias;Hombres;1986;5421
33;Asturias;Hombres;1985;5525
33;Asturias;Hombres;1984;5800
33;Asturias;Hombres;1983;6182
33;Asturias;Hombres;1982;6407
33;Asturias;Hombres;1981;6839
33;Asturias;Hombres;1980;7510
33;Asturias;Hombres;1979;7907
33;Asturias;Hombres;1978;8233
33;Asturias;Hombres;1977;8993
33;Asturias;Hombres;1976;9392
33;Asturias;Hombres;1975;9054
33;Asturias;Mujeres;2021;2287
33;Asturias;Mujeres;2020;2334
33;Asturias;Mujeres;2019;2523
33;Asturias;Mujeres;2018;2757
33;Asturias;Mujeres;2017;2889
33;Asturias;Mujeres;2016;3155
33;Asturias;Mujeres;2015;3074
33;Asturias;Mujeres;2014;3188
33;Asturias;Mujeres;2013;3260
33;Asturias;Mujeres;2012;3655
33;Asturias;Mujeres;2011;3723
33;Asturias;Mujeres;2010;3816
33;Asturias;Mujeres;2009;4001
33;Asturias;Mujeres;2008;4080
33;Asturias;Mujeres;2007;3801
33;Asturias;Mujeres;2006;3672
33;Asturias;Mujeres;2005;3633
33;Asturias;Mujeres;2004;3466
33;Asturias;Mujeres;2003;3469
33;Asturias;Mujeres;2002;3322
33;Asturias;Mujeres;2001;3267
33;Asturias;Mujeres;2000;3226
33;Asturias;Mujeres;1999;3091
33;Asturias;Mujeres;1998;3106
33;Asturias;Mujeres;1997;3090
33;Asturias;Mujeres;1996;3199
33;Asturias;Mujeres;1995;3212
33;Asturias;Mujeres;1994;3299
33;Asturias;Mujeres;1993;3308
33;Asturias;Mujeres;1992;3678
33;Asturias;Mujeres;1991;3740
33;Asturias;Mujeres;1990;3820
33;Asturias;Mujeres;1989;3900
33;Asturias;Mujeres;1988;4108
33;Asturias;Mujeres;1987;4565
33;Asturias;Mujeres;1986;4828
33;Asturias;Mujeres;1985;5103
33;Asturias;Mujeres;1984;5422
33;Asturias;Mujeres;1983;5686
33;Asturias;Mujeres;1982;6036
33;Asturias;Mujeres;1981;6541
33;Asturias;Mujeres;1980;6999
33;Asturias;Mujeres;1979;7482
33;Asturias;Mujeres;1978;7621
33;Asturias;Mujeres;1977;8387
33;Asturias;Mujeres;1976;8465
33;Asturias;Mujeres;1975;8385
05;Ávila;Total;2021;875
05;Ávila;Total;2020;885
05;Ávila;Total;2019;952
05;Ávila;Total;2018;979
05;Ávila;Total;2017;1072
05;Ávila;Total;2016;1133
05;Ávila;Total;2015;1107
05;Ávila;Total;2014;1243
05;Ávila;Total;2013;1157
05;Ávila;Total;2012;1255
05;Ávila;Total;2011;1344
05;Ávila;Total;2010;1408
05;Ávila;Total;2009;1457
05;Ávila;Total;2008;1526
05;Ávila;Total;2007;1339
05;Ávila;Total;2006;1358
05;Ávila;Total;2005;1323
05;Ávila;Total;2004;1210
05;Ávila;Total;2003;1159
05;Ávila;Total;2002;1123
05;Ávila;Total;2001;1128
05;Ávila;Total;2000;1160
05;Ávila;Total;1999;1171
05;Ávila;Total;1998;1136
05;Ávila;Total;1997;1213
05;Ávila;Total;1996;1262
05;Ávila;Total;1995;1337
05;Ávila;Total;1994;1311
05;Ávila;Total;1993;1350
05;Ávila;Total;1992;1282
05;Ávila;Total;1991;1402
05;Ávila;Total;1990;1595
05;Ávila;Total;1989;1602
05;Ávila;Total;1988;1613
05;Ávila;Total;1987;1729
05;Ávila;Total;1986;1810
05;Ávila;Total;1985;1870
05;Ávila;Total;1984;1910
05;Ávila;Total;1983;1865
05;Ávila;Total;1982;1997
05;Ávila;Total;1981;2017
05;Ávila;Total;1980;2223
05;Ávila;Total;1979;2194
05;Ávila;Total;1978;2250
05;Ávila;Total;1977;2244
05;Ávila;Total;1976;2206
05;Ávila;Total;1975;2398
05;Ávila;Hombres;2021;449
05;Ávila;Hombres;2020;460
05;Ávila;Hombres;2019;469
05;Ávila;Hombres;2018;515
05;Ávila;Hombres;2017;539
05;Ávila;Hombres;2016;592
05;Ávila;Hombres;2015;561
05;Ávila;Hombres;2014;680
05;Ávila;Hombres;2013;628
05;Ávila;Hombres;2012;623
05;Ávila;Hombres;2011;701
05;Ávila;Hombres;2010;739
05;Ávila;Hombres;2009;772
05;Ávila;Hombres;2008;802
05;Ávila;Hombres;2007;700
05;Ávila;Hombres;2006;692
05;Ávila;Hombres;2005;669
05;Ávila;Hombres;2004;657
05;Ávila;Hombres;2003;563
05;Ávila;Hombres;2002;597
05;Ávila;Hombres;2001;611
05;Ávila;Hombres;2000;595
05;Ávila;Hombres;1999;584
05;Ávila;Hombres;1998;592
05;Ávila;Hombres;1997;628
05;Ávila;Hombres;1996;661
05;Ávila;Hombres;1995;673
05;Ávila;Hombres;1994;671
05;Ávila;Hombres;1993;687
05;Ávila;Hombres;1992;690
05;Ávila;Hombres;1991;743
05;Ávila;Hombres;1990;808
05;Ávila;Hombres;1989;828
05;Ávila;Hombres;1988;845
05;Ávila;Hombres;1987;911
05;Ávila;Hombres;1986;942
05;Ávila;Hombres;1985;942
05;Ávila;Hombres;1984;992
05;Ávila;Hombres;1983;955
05;Ávila;Hombres;1982;1081
05;Ávila;Hombres;1981;1075
05;Ávila;Hombres;1980;1149
05;Ávila;Hombres;1979;1086
05;Ávila;Hombres;1978;1142
05;Ávila;Hombres;1977;1177
05;Ávila;Hombres;1976;1170
05;Ávila;Hombres;1975;1254
05;Ávila;Mujeres;2021;426
05;Ávila;Mujeres;2020;425
05;Ávila;Mujeres;2019;483
05;Ávila;Mujeres;2018;464
05;Ávila;Mujeres;2017;533
05;Ávila;Mujeres;2016;541
05;Ávila;Mujeres;2015;546
05;Ávila;Mujeres;2014;563
05;Ávila;Mujeres;2013;529
05;Ávila;Mujeres;2012;632
05;Ávila;Mujeres;2011;643
05;Ávila;Mujeres;2010;669
05;Ávila;Mujeres;2009;685
05;Ávila;Mujeres;2008;724
05;Ávila;Mujeres;2007;639
05;Ávila;Mujeres;2006;666
05;Ávila;Mujeres;2005;654
05;Ávila;Mujeres;2004;553
05;Ávila;Mujeres;2003;596
05;Ávila;Mujeres;2002;526
05;Ávila;Mujeres;2001;517
05;Ávila;Mujeres;2000;565
05;Ávila;Mujeres;1999;587
05;Ávila;Mujeres;1998;544
05;Ávila;Mujeres;1997;585
05;Ávila;Mujeres;1996;601
05;Ávila;Mujeres;1995;664
05;Ávila;Mujeres;1994;640
05;Ávila;Mujeres;1993;663
05;Ávila;Mujeres;1992;592
05;Ávila;Mujeres;1991;659
05;Ávila;Mujeres;1990;787
05;Ávila;Mujeres;1989;774
05;Ávila;Mujeres;1988;768
05;Ávila;Mujeres;1987;818
05;Ávila;Mujeres;1986;868
05;Ávila;Mujeres;1985;928
05;Ávila;Mujeres;1984;918
05;Ávila;Mujeres;1983;910
05;Ávila;Mujeres;1982;916
05;Ávila;Mujeres;1981;942
05;Ávila;Mujeres;1980;1074
05;Ávila;Mujeres;1979;1108
05;Ávila;Mujeres;1978;1108
05;Ávila;Mujeres;1977;1067
05;Ávila;Mujeres;1976;1036
05;Ávila;Mujeres;1975;1144
06;Badajoz;Total;2021;4844
06;Badajoz;Total;2020;4938
06;Badajoz;Total;2019;5158
06;Badajoz;Total;2018;5210
06;Badajoz;Total;2017;5721
06;Badajoz;Total;2016;5878
06;Badajoz;Total;2015;5929
06;Badajoz;Total;2014;6163
06;Badajoz;Total;2013;5948
06;Badajoz;Total;2012;6476
06;Badajoz;Total;2011;6623
06;Badajoz;Total;2010;6800
06;Badajoz;Total;2009;6929
06;Badajoz;Total;2008;7185
06;Badajoz;Total;2007;6562
06;Badajoz;Total;2006;6695
06;Badajoz;Total;2005;6496
06;Badajoz;Total;2004;6397
06;Badajoz;Total;2003;6550
06;Badajoz;Total;2002;6382
06;Badajoz;Total;2001;6459
06;Badajoz;Total;2000;6484
06;Badajoz;Total;1999;6561
06;Badajoz;Total;1998;6468
06;Badajoz;Total;1997;6704
06;Badajoz;Total;1996;6847
06;Badajoz;Total;1995;7048
06;Badajoz;Total;1994;7360
06;Badajoz;Total;1993;7719
06;Badajoz;Total;1992;8051
06;Badajoz;Total;1991;8210
06;Badajoz;Total;1990;8169
06;Badajoz;Total;1989;8538
06;Badajoz;Total;1988;8823
06;Badajoz;Total;1987;8907
06;Badajoz;Total;1986;8900
06;Badajoz;Total;1985;8849
06;Badajoz;Total;1984;9339
06;Badajoz;Total;1983;9609
06;Badajoz;Total;1982;9964
06;Badajoz;Total;1981;9711
06;Badajoz;Total;1980;10037
06;Badajoz;Total;1979;9943
06;Badajoz;Total;1978;10106
06;Badajoz;Total;1977;9949
06;Badajoz;Total;1976;10406
06;Badajoz;Total;1975;10422
06;Badajoz;Hombres;2021;2547
06;Badajoz;Hombres;2020;2525
06;Badajoz;Hombres;2019;2653
06;Badajoz;Hombres;2018;2697
06;Badajoz;Hombres;2017;2916
06;Badajoz;Hombres;2016;3039
06;Badajoz;Hombres;2015;3084
06;Badajoz;Hombres;2014;3165
06;Badajoz;Hombres;2013;3009
06;Badajoz;Hombres;2012;3343
06;Badajoz;Hombres;2011;3463
06;Badajoz;Hombres;2010;3490
06;Badajoz;Hombres;2009;3588
06;Badajoz;Hombres;2008;3752
06;Badajoz;Hombres;2007;3423
06;Badajoz;Hombres;2006;3423
06;Badajoz;Hombres;2005;3359
06;Badajoz;Hombres;2004;3281
06;Badajoz;Hombres;2003;3370
06;Badajoz;Hombres;2002;3270
06;Badajoz;Hombres;2001;3321
06;Badajoz;Hombres;2000;3321
06;Badajoz;Hombres;1999;3340
06;Badajoz;Hombres;1998;3274
06;Badajoz;Hombres;1997;3505
06;Badajoz;Hombres;1996;3502
06;Badajoz;Hombres;1995;3645
06;Badajoz;Hombres;1994;3763
06;Badajoz;Hombres;1993;3874
06;Badajoz;Hombres;1992;4139
06;Badajoz;Hombres;1991;4216
06;Badajoz;Hombres;1990;4174
06;Badajoz;Hombres;1989;4401
06;Badajoz;Hombres;1988;4597
06;Badajoz;Hombres;1987;4625
06;Badajoz;Hombres;1986;4686
06;Badajoz;Hombres;1985;4664
06;Badajoz;Hombres;1984;4868
06;Badajoz;Hombres;1983;5026
06;Badajoz;Hombres;1982;5179
06;Badajoz;Hombres;1981;5042
06;Badajoz;Hombres;1980;5131
06;Badajoz;Hombres;1979;5135
06;Badajoz;Hombres;1978;5146
06;Badajoz;Hombres;1977;5102
06;Badajoz;Hombres;1976;5362
06;Badajoz;Hombres;1975;5379
06;Badajoz;Mujeres;2021;2297
06;Badajoz;Mujeres;2020;2413
06;Badajoz;Mujeres;2019;2505
06;Badajoz;Mujeres;2018;2513
06;Badajoz;Mujeres;2017;2805
06;Badajoz;Mujeres;2016;2839
06;Badajoz;Mujeres;2015;2845
06;Badajoz;Mujeres;2014;2998
06;Badajoz;Mujeres;2013;2939
06;Badajoz;Mujeres;2012;3133
06;Badajoz;Mujeres;2011;3160
06;Badajoz;Mujeres;2010;3310
06;Badajoz;Mujeres;2009;3341
06;Badajoz;Mujeres;2008;3433
06;Badajoz;Mujeres;2007;3139
06;Badajoz;Mujeres;2006;3272
06;Badajoz;Mujeres;2005;3137
06;Badajoz;Mujeres;2004;3116
06;Badajoz;Mujeres;2003;3180
06;Badajoz;Mujeres;2002;3112
06;Badajoz;Mujeres;2001;3138
06;Badajoz;Mujeres;2000;3163
06;Badajoz;Mujeres;1999;3221
06;Badajoz;Mujeres;1998;3194
06;Badajoz;Mujeres;1997;3199
06;Badajoz;Mujeres;1996;3345
06;Badajoz;Mujeres;1995;3403
06;Badajoz;Mujeres;1994;3597
06;Badajoz;Mujeres;1993;3845
06;Badajoz;Mujeres;1992;3912
06;Badajoz;Mujeres;1991;3994
06;Badajoz;Mujeres;1990;3995
06;Badajoz;Mujeres;1989;4137
06;Badajoz;Mujeres;1988;4226
06;Badajoz;Mujeres;1987;4282
06;Badajoz;Mujeres;1986;4214
06;Badajoz;Mujeres;1985;4185
06;Badajoz;Mujeres;1984;4471
06;Badajoz;Mujeres;1983;4583
06;Badajoz;Mujeres;1982;4785
06;Badajoz;Mujeres;1981;4669
06;Badajoz;Mujeres;1980;4906
06;Badajoz;Mujeres;1979;4808
06;Badajoz;Mujeres;1978;4960
06;Badajoz;Mujeres;1977;4847
06;Badajoz;Mujeres;1976;5044
06;Badajoz;Mujeres;1975;5043
07;Balears, Illes;Total;2021;9520
07;Balears, Illes;Total;2020;9455
07;Balears, Illes;Total;2019;9681
07;Balears, Illes;Total;2018;10285
07;Balears, Illes;Total;2017;10288
07;Balears, Illes;Total;2016;10616
07;Balears, Illes;Total;2015;10597
07;Balears, Illes;Total;2014;10673
07;Balears, Illes;Total;2013;10532
07;Balears, Illes;Total;2012;11002
07;Balears, Illes;Total;2011;11265
07;Balears, Illes;Total;2010;11967
07;Balears, Illes;Total;2009;12044
07;Balears, Illes;Total;2008;12713
07;Balears, Illes;Total;2007;11917
07;Balears, Illes;Total;2006;11675
07;Balears, Illes;Total;2005;10925
07;Balears, Illes;Total;2004;10792
07;Balears, Illes;Total;2003;10654
07;Balears, Illes;Total;2002;10420
07;Balears, Illes;Total;2001;9858
07;Balears, Illes;Total;2000;9502
07;Balears, Illes;Total;1999;8848
07;Balears, Illes;Total;1998;8309
07;Balears, Illes;Total;1997;8176
07;Balears, Illes;Total;1996;7794
07;Balears, Illes;Total;1995;7718
07;Balears, Illes;Total;1994;7683
07;Balears, Illes;Total;1993;7891
07;Balears, Illes;Total;1992;8491
07;Balears, Illes;Total;1991;8622
07;Balears, Illes;Total;1990;8826
07;Balears, Illes;Total;1989;8869
07;Balears, Illes;Total;1988;8732
07;Balears, Illes;Total;1987;8594
07;Balears, Illes;Total;1986;8732
07;Balears, Illes;Total;1985;8961
07;Balears, Illes;Total;1984;8865
07;Balears, Illes;Total;1983;8952
07;Balears, Illes;Total;1982;9154
07;Balears, Illes;Total;1981;9350
07;Balears, Illes;Total;1980;9822
07;Balears, Illes;Total;1979;10120
07;Balears, Illes;Total;1978;10041
07;Balears, Illes;Total;1977;10424
07;Balears, Illes;Total;1976;11169
07;Balears, Illes;Total;1975;11116
07;Balears, Illes;Hombres;2021;4954
07;Balears, Illes;Hombres;2020;4810
07;Balears, Illes;Hombres;2019;4989
07;Balears, Illes;Hombres;2018;5330
07;Balears, Illes;Hombres;2017;5289
07;Balears, Illes;Hombres;2016;5435
07;Balears, Illes;Hombres;2015;5423
07;Balears, Illes;Hombres;2014;5569
07;Balears, Illes;Hombres;2013;5394
07;Balears, Illes;Hombres;2012;5589
07;Balears, Illes;Hombres;2011;5848
07;Balears, Illes;Hombres;2010;6106
07;Balears, Illes;Hombres;2009;6123
07;Balears, Illes;Hombres;2008;6611
07;Balears, Illes;Hombres;2007;6147
07;Balears, Illes;Hombres;2006;6005
07;Balears, Illes;Hombres;2005;5719
07;Balears, Illes;Hombres;2004;5524
07;Balears, Illes;Hombres;2003;5420
07;Balears, Illes;Hombres;2002;5382
07;Balears, Illes;Hombres;2001;4995
07;Balears, Illes;Hombres;2000;4887
07;Balears, Illes;Hombres;1999;4558
07;Balears, Illes;Hombres;1998;4324
07;Balears, Illes;Hombres;1997;4247
07;Balears, Illes;Hombres;1996;3994
07;Balears, Illes;Hombres;1995;3917
07;Balears, Illes;Hombres;1994;3975
07;Balears, Illes;Hombres;1993;3995
07;Balears, Illes;Hombres;1992;4379
07;Balears, Illes;Hombres;1991;4520
07;Balears, Illes;Hombres;1990;4607
07;Balears, Illes;Hombres;1989;4606
07;Balears, Illes;Hombres;1988;4536
07;Balears, Illes;Hombres;1987;4358
07;Balears, Illes;Hombres;1986;4563
07;Balears, Illes;Hombres;1985;4735
07;Balears, Illes;Hombres;1984;4722
07;Balears, Illes;Hombres;1983;4838
07;Balears, Illes;Hombres;1982;4961
07;Balears, Illes;Hombres;1981;4797
07;Balears, Illes;Hombres;1980;4991
07;Balears, Illes;Hombres;1979;5236
07;Balears, Illes;Hombres;1978;5189
07;Balears, Illes;Hombres;1977;5363
07;Balears, Illes;Hombres;1976;5820
07;Balears, Illes;Hombres;1975;5872
07;Balears, Illes;Mujeres;2021;4566
07;Balears, Illes;Mujeres;2020;4645
07;Balears, Illes;Mujeres;2019;4692
07;Balears, Illes;Mujeres;2018;4955
07;Balears, Illes;Mujeres;2017;4999
07;Balears, Illes;Mujeres;2016;5181
07;Balears, Illes;Mujeres;2015;5174
07;Balears, Illes;Mujeres;2014;5104
07;Balears, Illes;Mujeres;2013;5138
07;Balears, Illes;Mujeres;2012;5413
07;Balears, Illes;Mujeres;2011;5417
07;Balears, Illes;Mujeres;2010;5861
07;Balears, Illes;Mujeres;2009;5921
07;Balears, Illes;Mujeres;2008;6102
07;Balears, Illes;Mujeres;2007;5770
07;Balears, Illes;Mujeres;2006;5670
07;Balears, Illes;Mujeres;2005;5206
07;Balears, Illes;Mujeres;2004;5268
07;Balears, Illes;Mujeres;2003;5234
07;Balears, Illes;Mujeres;2002;5038
07;Balears, Illes;Mujeres;2001;4863
07;Balears, Illes;Mujeres;2000;4615
07;Balears, Illes;Mujeres;1999;4290
07;Balears, Illes;Mujeres;1998;3985
07;Balears, Illes;Mujeres;1997;3929
07;Balears, Illes;Mujeres;1996;3800
07;Balears, Illes;Mujeres;1995;3801
07;Balears, Illes;Mujeres;1994;3708
07;Balears, Illes;Mujeres;1993;3896
07;Balears, Illes;Mujeres;1992;4112
07;Balears, Illes;Mujeres;1991;4102
07;Balears, Illes;Mujeres;1990;4219
07;Balears, Illes;Mujeres;1989;4263
07;Balears, Illes;Mujeres;1988;4196
07;Balears, Illes;Mujeres;1987;4236
07;Balears, Illes;Mujeres;1986;4169
07;Balears, Illes;Mujeres;1985;4226
07;Balears, Illes;Mujeres;1984;4143
07;Balears, Illes;Mujeres;1983;4114
07;Balears, Illes;Mujeres;1982;4193
07;Balears, Illes;Mujeres;1981;4553
07;Balears, Illes;Mujeres;1980;4831
07;Balears, Illes;Mujeres;1979;4884
07;Balears, Illes;Mujeres;1978;4852
07;Balears, Illes;Mujeres;1977;5061
07;Balears, Illes;Mujeres;1976;5349
07;Balears, Illes;Mujeres;1975;5244
08;Barcelona;Total;2021;42213
08;Barcelona;Total;2020;42531
08;Barcelona;Total;2019;45040
08;Barcelona;Total;2018;46687
08;Barcelona;Total;2017;49040
08;Barcelona;Total;2016;50670
08;Barcelona;Total;2015;51359
08;Barcelona;Total;2014;52371
08;Barcelona;Total;2013;52287
08;Barcelona;Total;2012;56639
08;Barcelona;Total;2011;59319
08;Barcelona;Total;2010;61204
08;Barcelona;Total;2009;61715
08;Barcelona;Total;2008;64694
08;Barcelona;Total;2007;61722
08;Barcelona;Total;2006;60867
08;Barcelona;Total;2005;59607
08;Barcelona;Total;2004;58001
08;Barcelona;Total;2003;55313
08;Barcelona;Total;2002;52171
08;Barcelona;Total;2001;49471
08;Barcelona;Total;2000;48493
08;Barcelona;Total;1999;45628
08;Barcelona;Total;1998;43095
08;Barcelona;Total;1997;43284
08;Barcelona;Total;1996;41601
08;Barcelona;Total;1995;41160
08;Barcelona;Total;1994;41372
08;Barcelona;Total;1993;42297
08;Barcelona;Total;1992;43449
08;Barcelona;Total;1991;42850
08;Barcelona;Total;1990;43029
08;Barcelona;Total;1989;43644
08;Barcelona;Total;1988;44185
08;Barcelona;Total;1987;44681
08;Barcelona;Total;1986;46840
08;Barcelona;Total;1985;49821
08;Barcelona;Total;1984;48322
08;Barcelona;Total;1983;46472
08;Barcelona;Total;1982;49971
08;Barcelona;Total;1981;51327
08;Barcelona;Total;1980;60607
08;Barcelona;Total;1979;67317
08;Barcelona;Total;1978;75681
08;Barcelona;Total;1977;81368
08;Barcelona;Total;1976;82847
08;Barcelona;Total;1975;88841
08;Barcelona;Hombres;2021;21670
08;Barcelona;Hombres;2020;21740
08;Barcelona;Hombres;2019;22953
08;Barcelona;Hombres;2018;23911
08;Barcelona;Hombres;2017;25401
08;Barcelona;Hombres;2016;26030
08;Barcelona;Hombres;2015;26556
08;Barcelona;Hombres;2014;27177
08;Barcelona;Hombres;2013;26891
08;Barcelona;Hombres;2012;29175
08;Barcelona;Hombres;2011;30450
08;Barcelona;Hombres;2010;31775
08;Barcelona;Hombres;2009;32039
08;Barcelona;Hombres;2008;33472
08;Barcelona;Hombres;2007;31771
08;Barcelona;Hombres;2006;31529
08;Barcelona;Hombres;2005;30916
08;Barcelona;Hombres;2004;29873
08;Barcelona;Hombres;2003;28579
08;Barcelona;Hombres;2002;26868
08;Barcelona;Hombres;2001;25411
08;Barcelona;Hombres;2000;25048
08;Barcelona;Hombres;1999;23443
08;Barcelona;Hombres;1998;22468
08;Barcelona;Hombres;1997;22404
08;Barcelona;Hombres;1996;21699
08;Barcelona;Hombres;1995;21255
08;Barcelona;Hombres;1994;21276
08;Barcelona;Hombres;1993;21753
08;Barcelona;Hombres;1992;22365
08;Barcelona;Hombres;1991;22142
08;Barcelona;Hombres;1990;22289
08;Barcelona;Hombres;1989;22669
08;Barcelona;Hombres;1988;22832
08;Barcelona;Hombres;1987;23245
08;Barcelona;Hombres;1986;24076
08;Barcelona;Hombres;1985;25669
08;Barcelona;Hombres;1984;25483
08;Barcelona;Hombres;1983;23921
08;Barcelona;Hombres;1982;26025
08;Barcelona;Hombres;1981;27000
08;Barcelona;Hombres;1980;31300
08;Barcelona;Hombres;1979;34826
08;Barcelona;Hombres;1978;39105
08;Barcelona;Hombres;1977;41521
08;Barcelona;Hombres;1976;42897
08;Barcelona;Hombres;1975;46181
08;Barcelona;Mujeres;2021;20543
08;Barcelona;Mujeres;2020;20791
08;Barcelona;Mujeres;2019;22087
08;Barcelona;Mujeres;2018;22776
08;Barcelona;Mujeres;2017;23639
08;Barcelona;Mujeres;2016;24640
08;Barcelona;Mujeres;2015;24803
08;Barcelona;Mujeres;2014;25194
08;Barcelona;Mujeres;2013;25396
08;Barcelona;Mujeres;2012;27464
08;Barcelona;Mujeres;2011;28869
08;Barcelona;Mujeres;2010;29429
08;Barcelona;Mujeres;2009;29676
08;Barcelona;Mujeres;2008;31222
08;Barcelona;Mujeres;2007;29951
08;Barcelona;Mujeres;2006;29338
08;Barcelona;Mujeres;2005;28691
08;Barcelona;Mujeres;2004;28128
08;Barcelona;Mujeres;2003;26734
08;Barcelona;Mujeres;2002;25303
08;Barcelona;Mujeres;2001;24060
08;Barcelona;Mujeres;2000;23445
08;Barcelona;Mujeres;1999;22185
08;Barcelona;Mujeres;1998;20627
08;Barcelona;Mujeres;1997;20880
08;Barcelona;Mujeres;1996;19902
08;Barcelona;Mujeres;1995;19905
08;Barcelona;Mujeres;1994;20096
08;Barcelona;Mujeres;1993;20544
08;Barcelona;Mujeres;1992;21084
08;Barcelona;Mujeres;1991;20708
08;Barcelona;Mujeres;1990;20740
08;Barcelona;Mujeres;1989;20975
08;Barcelona;Mujeres;1988;21353
08;Barcelona;Mujeres;1987;21436
08;Barcelona;Mujeres;1986;22764
08;Barcelona;Mujeres;1985;24152
08;Barcelona;Mujeres;1984;22839
08;Barcelona;Mujeres;1983;22551
08;Barcelona;Mujeres;1982;23946
08;Barcelona;Mujeres;1981;24327
08;Barcelona;Mujeres;1980;29307
08;Barcelona;Mujeres;1979;32491
08;Barcelona;Mujeres;1978;36576
08;Barcelona;Mujeres;1977;39847
08;Barcelona;Mujeres;1976;39950
08;Barcelona;Mujeres;1975;42660
48;Bizkaia;Total;2021;6972
48;Bizkaia;Total;2020;7319
48;Bizkaia;Total;2019;7741
48;Bizkaia;Total;2018;7945
48;Bizkaia;Total;2017;8522
48;Bizkaia;Total;2016;9156
48;Bizkaia;Total;2015;9330
48;Bizkaia;Total;2014;9740
48;Bizkaia;Total;2013;9730
48;Bizkaia;Total;2012;10341
48;Bizkaia;Total;2011;10680
48;Bizkaia;Total;2010;10601
48;Bizkaia;Total;2009;10538
48;Bizkaia;Total;2008;10861
48;Bizkaia;Total;2007;10408
48;Bizkaia;Total;2006;10076
48;Bizkaia;Total;2005;10121
48;Bizkaia;Total;2004;9986
48;Bizkaia;Total;2003;9810
48;Bizkaia;Total;2002;9374
48;Bizkaia;Total;2001;9040
48;Bizkaia;Total;2000;8819
48;Bizkaia;Total;1999;8601
48;Bizkaia;Total;1998;8216
48;Bizkaia;Total;1997;8334
48;Bizkaia;Total;1996;8147
48;Bizkaia;Total;1995;7887
48;Bizkaia;Total;1994;7986
48;Bizkaia;Total;1993;8224
48;Bizkaia;Total;1992;8623
48;Bizkaia;Total;1991;8593
48;Bizkaia;Total;1990;8760
48;Bizkaia;Total;1989;9056
48;Bizkaia;Total;1988;9778
48;Bizkaia;Total;1987;10215
48;Bizkaia;Total;1986;11059
48;Bizkaia;Total;1985;11582
48;Bizkaia;Total;1984;12426
48;Bizkaia;Total;1983;13092
48;Bizkaia;Total;1982;14142
48;Bizkaia;Total;1981;15419
48;Bizkaia;Total;1980;16569
48;Bizkaia;Total;1979;18356
48;Bizkaia;Total;1978;19987
48;Bizkaia;Total;1977;21754
48;Bizkaia;Total;1976;22924
48;Bizkaia;Total;1975;22075
48;Bizkaia;Hombres;2021;3637
48;Bizkaia;Hombres;2020;3820
