Sexo;Edad;Provincias;Periodo;Total
Ambos sexos;Total;39 Cantabria;1 de enero de 1993;529.686,395921
Ambos sexos;Total;39 Cantabria;1 de enero de 1992;528.528,421875
Ambos sexos;Total;39 Cantabria;1 de enero de 1991;527.567,47439
Ambos sexos;Total;39 Cantabria;1 de enero de 1990;527.688,320741
Ambos sexos;Total;39 Cantabria;1 de enero de 1989;527.666,617804
Ambos sexos;Total;39 Cantabria;1 de enero de 1988;527.126,612508
Ambos sexos;Total;39 Cantabria;1 de enero de 1987;526.081,206784
Ambos sexos;Total;39 Cantabria;1 de enero de 1986;524.942,193062
Ambos sexos;Total;39 Cantabria;1 de enero de 1985;523.571,615837
Ambos sexos;Total;39 Cantabria;1 de enero de 1984;521.651,018734
Ambos sexos;Total;39 Cantabria;1 de enero de 1983;519.334,661496
Ambos sexos;Total;39 Cantabria;1 de enero de 1982;516.297,101265
Ambos sexos;Total;39 Cantabria;1 de enero de 1981;512.607,976165
Ambos sexos;Total;39 Cantabria;1 de enero de 1980;509.061,431635
Ambos sexos;Total;39 Cantabria;1 de enero de 1979;505.322,16112
Ambos sexos;Total;39 Cantabria;1 de enero de 1978;500.526,721792
Ambos sexos;Total;39 Cantabria;1 de enero de 1977;495.852,137565
Ambos sexos;Total;39 Cantabria;1 de enero de 1976;490.873,355995
Ambos sexos;Total;39 Cantabria;1 de enero de 1975;486.311,899193
Ambos sexos;Total;39 Cantabria;1 de enero de 1974;481.766,932429
Ambos sexos;Total;39 Cantabria;1 de enero de 1973;477.490,898147
Ambos sexos;Total;39 Cantabria;1 de enero de 1972;473.065,554331
Ambos sexos;Total;39 Cantabria;1 de enero de 1971;469.078,52
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2022;578.632,663997
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2021;576.965,211767
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2020;574.935,599837
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2019;571.600,5187
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2018;569.576,196258
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2017;570.170,447396
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2016;571.223,31417
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2015;574.459,790522
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2014;578.212,741355
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2013;585.729,12375
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2012;593.924,362306
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2011;595.573,587393
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2010;595.852,854439
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2009;594.737,143344
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2008;588.015,280505
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2007;567.547,511899
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2006;548.374,986694
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2005;533.624,939128
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2004;518.181,996359
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2003;504.094,049869
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2002;487.557,360872
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2001;480.957,466965
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 2000;477.023,627325
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1999;473.503,696776
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1998;470.081,589755
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1997;466.653,700125
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1996;463.355,36222
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1995;459.971,995743
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1994;456.687,336584
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1993;453.153,805085
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1992;449.588,5
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1991;446.767,173266
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1990;446.158,462464
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1989;445.213,210075
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1988;444.273,410984
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1987;442.963,894182
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1986;441.738,325276
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1985;440.426,592396
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1984;438.622,804501
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1983;436.835,025875
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1982;434.376,657741
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1981;431.424,836223
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1980;426.890,24201
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1979;422.296,480426
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1978;417.605,658757
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1977;412.739,663788
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1976;407.693,734906
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1975;403.307,851096
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1974;398.754,508273
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1973;394.394,775398
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1972;390.107,658935
Ambos sexos;Total;12 Castellón/Castelló;1 de enero de 1971;386.463,77
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2022;489.913,090977
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2021;491.991,220709
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2020;494.178,393038
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2019;495.106,119438
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2018;498.548,610152
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2017;504.116,880858
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2016;508.409,411124
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2015;514.143,287829
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2014;518.051,434891
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2013;522.748,857767
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2012;526.281,067442
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2011;526.165,994373
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2010;525.459,272459
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2009;523.963,950069
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2008;519.758,954915
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2007;509.227,653179
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2006;500.915,665786
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2005;494.021,307435
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2004;488.058,036712
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2003;483.314,586696
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2002;479.146,302189
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2001;478.992,980874
Ambos sexos;Total;13 Ciudad Real;1 de enero de 2000;479.076,757919
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1999;479.466,898607
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1998;479.722,098113
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1997;479.495,949796
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1996;479.413,353203
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1995;478.995,842324
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1994;478.296,331443
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1993;477.519,480138
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1992;476.374,515625
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1991;475.825,480664
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1990;476.600,085277
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1989;477.087,705832
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1988;477.412,062373
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1987;477.556,922552
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1986;477.673,455937
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1985;477.587,376414
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1984;477.231,820862
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1983;476.888,983733
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1982;476.113,690855
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1981;476.049,435853
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1980;479.941,90675
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1979;484.002,584378
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1978;488.100,270827
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1977;492.107,341253
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1976;495.652,607068
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1975;499.302,606227
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1974;503.128,083689
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1973;506.451,750764
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1972;509.256,561108
Ambos sexos;Total;13 Ciudad Real;1 de enero de 1971;512.798,79
Ambos sexos;Total;14 Córdoba;1 de enero de 2022;777.677,077833
Ambos sexos;Total;14 Córdoba;1 de enero de 2021;781.186,490507
Ambos sexos;Total;14 Córdoba;1 de enero de 2020;784.292,099491
Ambos sexos;Total;14 Córdoba;1 de enero de 2019;783.866,651242
Ambos sexos;Total;14 Córdoba;1 de enero de 2018;786.524,279918
Ambos sexos;Total;14 Córdoba;1 de enero de 2017;789.980,80021
Ambos sexos;Total;14 Córdoba;1 de enero de 2016;792.412,116064
Ambos sexos;Total;14 Córdoba;1 de enero de 2015;795.703,290617
Ambos sexos;Total;14 Córdoba;1 de enero de 2014;797.769,347814
Ambos sexos;Total;14 Córdoba;1 de enero de 2013;800.413,814266
Ambos sexos;Total;14 Córdoba;1 de enero de 2012;802.716,650974
Ambos sexos;Total;14 Córdoba;1 de enero de 2011;801.791,930108
Ambos sexos;Total;14 Córdoba;1 de enero de 2010;799.756,802595
Ambos sexos;Total;14 Córdoba;1 de enero de 2009;797.328,351873
Ambos sexos;Total;14 Córdoba;1 de enero de 2008;792.681,211156
Ambos sexos;Total;14 Córdoba;1 de enero de 2007;786.384,236408
Ambos sexos;Total;14 Córdoba;1 de enero de 2006;780.679,396095
Ambos sexos;Total;14 Córdoba;1 de enero de 2005;775.834,525159
Ambos sexos;Total;14 Córdoba;1 de enero de 2004;770.517,008902
Ambos sexos;Total;14 Córdoba;1 de enero de 2003;766.005,435406
Ambos sexos;Total;14 Córdoba;1 de enero de 2002;762.179,303987
Ambos sexos;Total;14 Córdoba;1 de enero de 2001;761.339,211745
Ambos sexos;Total;14 Córdoba;1 de enero de 2000;761.243,665842
Ambos sexos;Total;14 Córdoba;1 de enero de 1999;761.497,301751
Ambos sexos;Total;14 Córdoba;1 de enero de 1998;761.796,87884
Ambos sexos;Total;14 Córdoba;1 de enero de 1997;761.585,977668
Ambos sexos;Total;14 Córdoba;1 de enero de 1996;761.366,11098
Ambos sexos;Total;14 Córdoba;1 de enero de 1995;761.142,415719
Ambos sexos;Total;14 Córdoba;1 de enero de 1994;760.072,574118
Ambos sexos;Total;14 Córdoba;1 de enero de 1993;758.558,796345
Ambos sexos;Total;14 Córdoba;1 de enero de 1992;756.191,546875
Ambos sexos;Total;14 Córdoba;1 de enero de 1991;754.226,468325
Ambos sexos;Total;14 Córdoba;1 de enero de 1990;751.858,319784
Ambos sexos;Total;14 Córdoba;1 de enero de 1989;749.537,066703
Ambos sexos;Total;14 Córdoba;1 de enero de 1988;746.845,470658
Ambos sexos;Total;14 Córdoba;1 de enero de 1987;743.983,913048
Ambos sexos;Total;14 Córdoba;1 de enero de 1986;741.027,695336
Ambos sexos;Total;14 Córdoba;1 de enero de 1985;737.794,232664
Ambos sexos;Total;14 Córdoba;1 de enero de 1984;733.815,249051
Ambos sexos;Total;14 Córdoba;1 de enero de 1983;729.841,660073
Ambos sexos;Total;14 Córdoba;1 de enero de 1982;725.043,581298
Ambos sexos;Total;14 Córdoba;1 de enero de 1981;721.446,49064
Ambos sexos;Total;14 Córdoba;1 de enero de 1980;723.499,746987
Ambos sexos;Total;14 Córdoba;1 de enero de 1979;724.954,866001
Ambos sexos;Total;14 Córdoba;1 de enero de 1978;726.275,825256
Ambos sexos;Total;14 Córdoba;1 de enero de 1977;727.052,885161
Ambos sexos;Total;14 Córdoba;1 de enero de 1976;728.070,465366
Ambos sexos;Total;14 Córdoba;1 de enero de 1975;729.046,048735
Ambos sexos;Total;14 Córdoba;1 de enero de 1974;730.100,487337
Ambos sexos;Total;14 Córdoba;1 de enero de 1973;730.960,3818
Ambos sexos;Total;14 Córdoba;1 de enero de 1972;730.986,361842
Ambos sexos;Total;14 Córdoba;1 de enero de 1971;731.311,03
Ambos sexos;Total;15 Coruña, A;1 de enero de 2022;1.120.121,323057
Ambos sexos;Total;15 Coruña, A;1 de enero de 2021;1.121.757,430185
Ambos sexos;Total;15 Coruña, A;1 de enero de 2020;1.123.549,964382
Ambos sexos;Total;15 Coruña, A;1 de enero de 2019;1.122.006,539467
Ambos sexos;Total;15 Coruña, A;1 de enero de 2018;1.121.417,448451
Ambos sexos;Total;15 Coruña, A;1 de enero de 2017;1.121.745,967379
Ambos sexos;Total;15 Coruña, A;1 de enero de 2016;1.124.114,402505
Ambos sexos;Total;15 Coruña, A;1 de enero de 2015;1.128.694,119316
Ambos sexos;Total;15 Coruña, A;1 de enero de 2014;1.133.329,718263
Ambos sexos;Total;15 Coruña, A;1 de enero de 2013;1.138.494,141013
Ambos sexos;Total;15 Coruña, A;1 de enero de 2012;1.141.178,23061
Ambos sexos;Total;15 Coruña, A;1 de enero de 2011;1.140.068,696791
Ambos sexos;Total;15 Coruña, A;1 de enero de 2010;1.138.106,54994
Ambos sexos;Total;15 Coruña, A;1 de enero de 2009;1.135.286,546405
Ambos sexos;Total;15 Coruña, A;1 de enero de 2008;1.128.599,486105
Ambos sexos;Total;15 Coruña, A;1 de enero de 2007;1.121.347,018258
Ambos sexos;Total;15 Coruña, A;1 de enero de 2006;1.115.415,293224
Ambos sexos;Total;15 Coruña, A;1 de enero de 2005;1.109.954,815532
Ambos sexos;Total;15 Coruña, A;1 de enero de 2004;1.104.698,562918
Ambos sexos;Total;15 Coruña, A;1 de enero de 2003;1.100.953,585618
Ambos sexos;Total;15 Coruña, A;1 de enero de 2002;1.096.078,919526
Ambos sexos;Total;15 Coruña, A;1 de enero de 2001;1.095.881,232129
Ambos sexos;Total;15 Coruña, A;1 de enero de 2000;1.096.111,710687
Ambos sexos;Total;15 Coruña, A;1 de enero de 1999;1.097.014,098334
Ambos sexos;Total;15 Coruña, A;1 de enero de 1998;1.097.303,721275
Ambos sexos;Total;15 Coruña, A;1 de enero de 1997;1.097.600,605087
Ambos sexos;Total;15 Coruña, A;1 de enero de 1996;1.098.597,833724
Ambos sexos;Total;15 Coruña, A;1 de enero de 1995;1.099.298,748079
Ambos sexos;Total;15 Coruña, A;1 de enero de 1994;1.099.498,662431
Ambos sexos;Total;15 Coruña, A;1 de enero de 1993;1.098.870,768273
Ambos sexos;Total;15 Coruña, A;1 de enero de 1992;1.098.031,515625
Ambos sexos;Total;15 Coruña, A;1 de enero de 1991;1.097.942,39288
Ambos sexos;Total;15 Coruña, A;1 de enero de 1990;1.100.923,193169
Ambos sexos;Total;15 Coruña, A;1 de enero de 1989;1.103.017,725715
Ambos sexos;Total;15 Coruña, A;1 de enero de 1988;1.104.386,148939
Ambos sexos;Total;15 Coruña, A;1 de enero de 1987;1.104.798,001175
Ambos sexos;Total;15 Coruña, A;1 de enero de 1986;1.105.643,76991
Ambos sexos;Total;15 Coruña, A;1 de enero de 1985;1.105.232,575284
Ambos sexos;Total;15 Coruña, A;1 de enero de 1984;1.103.326,37161
Ambos sexos;Total;15 Coruña, A;1 de enero de 1983;1.100.812,139746
Ambos sexos;Total;15 Coruña, A;1 de enero de 1982;1.097.309,482347
Ambos sexos;Total;15 Coruña, A;1 de enero de 1981;1.092.175,178155
Ambos sexos;Total;15 Coruña, A;1 de enero de 1980;1.087.675,676446
Ambos sexos;Total;15 Coruña, A;1 de enero de 1979;1.082.880,404516
Ambos sexos;Total;15 Coruña, A;1 de enero de 1978;1.076.441,141741
Ambos sexos;Total;15 Coruña, A;1 de enero de 1977;1.070.168,431408
Ambos sexos;Total;15 Coruña, A;1 de enero de 1976;1.063.289,845679
Ambos sexos;Total;15 Coruña, A;1 de enero de 1975;1.056.671,263804
Ambos sexos;Total;15 Coruña, A;1 de enero de 1974;1.049.636,784346
Ambos sexos;Total;15 Coruña, A;1 de enero de 1973;1.043.292,032147
Ambos sexos;Total;15 Coruña, A;1 de enero de 1972;1.036.542,252567
Ambos sexos;Total;15 Coruña, A;1 de enero de 1971;1.030.721,42
Ambos sexos;Total;16 Cuenca;1 de enero de 2022;198.796,955652
Ambos sexos;Total;16 Cuenca;1 de enero de 2021;199.003,507496
Ambos sexos;Total;16 Cuenca;1 de enero de 2020;199.833,736042
Ambos sexos;Total;16 Cuenca;1 de enero de 2019;199.628,18577
Ambos sexos;Total;16 Cuenca;1 de enero de 2018;200.596,423633
Ambos sexos;Total;16 Cuenca;1 de enero de 2017;202.037,180309
Ambos sexos;Total;16 Cuenca;1 de enero de 2016;204.000,085781
Ambos sexos;Total;16 Cuenca;1 de enero de 2015;206.593,528916
Ambos sexos;Total;16 Cuenca;1 de enero de 2014;208.662,602757
Ambos sexos;Total;16 Cuenca;1 de enero de 2013;211.795,937925
Ambos sexos;Total;16 Cuenca;1 de enero de 2012;214.751,677312
Ambos sexos;Total;16 Cuenca;1 de enero de 2011;216.377,426999
Ambos sexos;Total;16 Cuenca;1 de enero de 2010;216.608,839198
Ambos sexos;Total;16 Cuenca;1 de enero de 2009;216.435,110877
Ambos sexos;Total;16 Cuenca;1 de enero de 2008;214.902,738826
Ambos sexos;Total;16 Cuenca;1 de enero de 2007;211.114,025975
Ambos sexos;Total;16 Cuenca;1 de enero de 2006;208.119,773436
Ambos sexos;Total;16 Cuenca;1 de enero de 2005;205.785,555357
Ambos sexos;Total;16 Cuenca;1 de enero de 2004;203.133,377197
Ambos sexos;Total;16 Cuenca;1 de enero de 2003;201.189,114886
Ambos sexos;Total;16 Cuenca;1 de enero de 2002;199.650,026645
Ambos sexos;Total;16 Cuenca;1 de enero de 2001;200.699,196728
Ambos sexos;Total;16 Cuenca;1 de enero de 2000;201.141,032803
Ambos sexos;Total;16 Cuenca;1 de enero de 1999;201.714,868877
Ambos sexos;Total;16 Cuenca;1 de enero de 1998;202.335,469655
Ambos sexos;Total;16 Cuenca;1 de enero de 1997;202.867,853045
Ambos sexos;Total;16 Cuenca;1 de enero de 1996;203.438,788156
Ambos sexos;Total;16 Cuenca;1 de enero de 1995;203.960,151842
Ambos sexos;Total;16 Cuenca;1 de enero de 1994;204.539,637476
Ambos sexos;Total;16 Cuenca;1 de enero de 1993;204.877,506091
Ambos sexos;Total;16 Cuenca;1 de enero de 1992;205.046,921875
Ambos sexos;Total;16 Cuenca;1 de enero de 1991;205.481,79981
Ambos sexos;Total;16 Cuenca;1 de enero de 1990;206.573,698662
Ambos sexos;Total;16 Cuenca;1 de enero de 1989;207.794,998532
Ambos sexos;Total;16 Cuenca;1 de enero de 1988;209.038,775407
Ambos sexos;Total;16 Cuenca;1 de enero de 1987;210.060,078601
Ambos sexos;Total;16 Cuenca;1 de enero de 1986;211.233,792691
Ambos sexos;Total;16 Cuenca;1 de enero de 1985;212.518,550077
Ambos sexos;Total;16 Cuenca;1 de enero de 1984;213.612,739895
Ambos sexos;Total;16 Cuenca;1 de enero de 1983;214.609,371573
Ambos sexos;Total;16 Cuenca;1 de enero de 1982;215.401,358992
Ambos sexos;Total;16 Cuenca;1 de enero de 1981;216.719,532894
Ambos sexos;Total;16 Cuenca;1 de enero de 1980;220.255,928135
Ambos sexos;Total;16 Cuenca;1 de enero de 1979;223.923,681171
Ambos sexos;Total;16 Cuenca;1 de enero de 1978;227.498,099333
Ambos sexos;Total;16 Cuenca;1 de enero de 1977;231.195,558261
Ambos sexos;Total;16 Cuenca;1 de enero de 1976;234.620,155913
Ambos sexos;Total;16 Cuenca;1 de enero de 1975;238.122,228477
Ambos sexos;Total;16 Cuenca;1 de enero de 1974;241.593,364015
Ambos sexos;Total;16 Cuenca;1 de enero de 1973;244.944,05056
Ambos sexos;Total;16 Cuenca;1 de enero de 1972;248.267,811771
Ambos sexos;Total;16 Cuenca;1 de enero de 1971;251.572,67
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2022;713.438,591778
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2021;716.279,268006
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2020;716.552,092745
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2019;713.007,016147
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2018;710.281,08343
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2017;708.979,160151
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2016;707.892,143005
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2015;707.316,032405
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2014;706.985,926727
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2013;708.207,276335
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2012;708.420,967897
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2011;707.257,676167
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2010;705.977,091136
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2009;704.172,858717
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2008;699.398,206713
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2007;693.438,809434
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2006;688.422,571634
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2005;684.268,990435
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2004;680.750,352537
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2003;676.778,199708
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2002;673.594,431097
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2001;673.328,37129
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2000;673.296,016839
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1999;673.606,298751
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1998;674.134,757135
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1997;674.323,693779
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1996;674.867,664907
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1995;675.294,550317
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1994;675.783,045486
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1993;676.075,00874
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1992;676.262,953125
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1991;677.244,603163
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1990;680.881,041342
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1989;684.062,369862
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1988;687.170,451026
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1987;689.697,133624
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1986;691.727,308621
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1985;693.677,276061
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1984;694.822,060395
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1983;695.619,376844
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1982;695.278,709752
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1981;694.210,095871
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1980;690.008,504707
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1979;685.413,715839
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1978;679.604,445248
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1977;672.643,84785
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1976;664.715,585213
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1975;657.255,32639
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1974;649.800,509656
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1973;642.140,158216
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1972;633.877,607175
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 1971;626.041,16
Ambos sexos;Total;17 Girona;1 de enero de 2022;776.930,990585
Ambos sexos;Total;17 Girona;1 de enero de 2021;773.765,999299
Ambos sexos;Total;17 Girona;1 de enero de 2020;767.294,111472
Ambos sexos;Total;17 Girona;1 de enero de 2019;757.496,704307
Ambos sexos;Total;17 Girona;1 de enero de 2018;749.656,301895
Ambos sexos;Total;17 Girona;1 de enero de 2017;745.244,398046
Ambos sexos;Total;17 Girona;1 de enero de 2016;741.607,832732
Ambos sexos;Total;17 Girona;1 de enero de 2015;740.372,883638
Ambos sexos;Total;17 Girona;1 de enero de 2014;743.123,772378
Ambos sexos;Total;17 Girona;1 de enero de 2013;749.190,618529
Ambos sexos;Total;17 Girona;1 de enero de 2012;751.599,424422
Ambos sexos;Total;17 Girona;1 de enero de 2011;747.035,761451
Ambos sexos;Total;17 Girona;1 de enero de 2010;741.840,855499
Ambos sexos;Total;17 Girona;1 de enero de 2009;735.856,096615
Ambos sexos;Total;17 Girona;1 de enero de 2008;719.747,249116
Ambos sexos;Total;17 Girona;1 de enero de 2007;694.222,382622
Ambos sexos;Total;17 Girona;1 de enero de 2006;668.911,010436
Ambos sexos;Total;17 Girona;1 de enero de 2005;645.159,993172
Ambos sexos;Total;17 Girona;1 de enero de 2004;618.290,539217
Ambos sexos;Total;17 Girona;1 de enero de 2003;593.086,524369
Ambos sexos;Total;17 Girona;1 de enero de 2002;568.689,823894
Ambos sexos;Total;17 Girona;1 de enero de 2001;560.709,250898
Ambos sexos;Total;17 Girona;1 de enero de 2000;555.089,751976
Ambos sexos;Total;17 Girona;1 de enero de 1999;550.089,980325
Ambos sexos;Total;17 Girona;1 de enero de 1998;544.947,738085
Ambos sexos;Total;17 Girona;1 de enero de 1997;539.837,887153
Ambos sexos;Total;17 Girona;1 de enero de 1996;534.798,967253
Ambos sexos;Total;17 Girona;1 de enero de 1995;530.000,933068
Ambos sexos;Total;17 Girona;1 de enero de 1994;524.841,094005
Ambos sexos;Total;17 Girona;1 de enero de 1993;519.562,276218
Ambos sexos;Total;17 Girona;1 de enero de 1992;514.117,609375
Ambos sexos;Total;17 Girona;1 de enero de 1991;509.055,338121
Ambos sexos;Total;17 Girona;1 de enero de 1990;505.207,16382
Ambos sexos;Total;17 Girona;1 de enero de 1989;501.270,916475
Ambos sexos;Total;17 Girona;1 de enero de 1988;497.280,395722
Ambos sexos;Total;17 Girona;1 de enero de 1987;493.204,299328
Ambos sexos;Total;17 Girona;1 de enero de 1986;489.036,036034
Ambos sexos;Total;17 Girona;1 de enero de 1985;484.849,971675
